decade,year,genre,left_context,keyword,right_context,text,dm_code,confidence,reason,notes
1820,1826,FIC,"terrific scenes of torture, of which we read and hear",so,"much, are never acted in the presence of such as","  cruel murders, those terrific scenes of torture, of which we read and hear so much, are never acted in the presence of such as he! "" """,0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,singing master senseless on that rock where he had been,so,long slumbering. The Mohicans boldly sent back the intimidating yell,"  , and left the unfortunate singing master senseless on that rock where he had been so long slumbering. The Mohicans boldly sent back the intimidating yell of their enemies,",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"how it pleaseth well, Together e'en in unity, For brethren",so,"to dwell. It's like the choice ointment, From the head","  see, And how it pleaseth well, Together e'en in unity, For brethren so to dwell. It's like the choice ointment, From the head to the",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"finger around the crown of his head, in a manner",so,"significant, that none who witnessed the action could mistake its","  than by passing his finger around the crown of his head, in a manner so significant, that none who witnessed the action could mistake its meaning. "" Surely",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"state of Rhode Island there is a bay called Narragansett,",so,"named after a powerful tribe of Indians, which formerly dwelt","  . * In the state of Rhode Island there is a bay called Narragansett, so named after a powerful tribe of Indians, which formerly dwelt on its banks.",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,head of the island at that point which had proved,so,"fatal to their first adventurers, but","  arrangement, they touched the head of the island at that point which had proved so fatal to their first adventurers, but ",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,like a dark barrier along the margin of the stream.,So,"soon as Cora and Alice were seated, the scout, without","  , which now lay like a dark barrier along the margin of the stream. So soon as Cora and Alice were seated, the scout, without regarding the element",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,version which we use in the colonies of New England,so,"much exceed all other versions, that, by its richness, its","  changes, yet does this version which we use in the colonies of New England so much exceed all other versions, that, by its richness, its exactness,",0,high,and so + intensifier,
1820,1826,FIC,"in a hundred places around the besieged, their cover was",so,"close, and so rigidly maintained, that, as yet, David had","  in a hundred places around the besieged, their cover was so close, and so rigidly maintained, that, as yet, David had been the only sufferer in",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"success, they sent up a howl, like an opening from",so,many hounds who had recovered a lost trail. After this,"  sign of their success, they sent up a howl, like an opening from so many hounds who had recovered a lost trail. After this yell of victory,",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"shall not go without its reward. "" "" And in",so,"doing, how know I that I don't guide an enemy","  thither, your labor shall not go without its reward. "" "" And in so doing, how know I that I don't guide an enemy and a spy",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"you have consulted no one but yourself. "" "" Even",so.,The first point to be obtained is to know one's,"  are three, while you have consulted no one but yourself. "" "" Even so. The first point to be obtained is to know one's own mind.",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,fail to enlist the ears of those who journeyed at,so,short a distance in advance. The Indian muttered a few,  of the forest could not fail to enlist the ears of those who journeyed at so short a distance in advance. The Indian muttered a few words in broken English,0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"useful. Few men exhibit greater diversity, or, if we may",so,"express it, greater antithesis of character, than the native warrior","  some explanation useful. Few men exhibit greater diversity, or, if we may so express it, greater antithesis of character, than the native warrior of North America",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,entered into a loud conversation with the stranger that had,so,unceremoniously enlisted himself in the party of travelers that morning.,"  the scout, who immediately entered into a loud conversation with the stranger that had so unceremoniously enlisted himself in the party of travelers that morning. In passing his gentler",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,a rifle in the hands of their grandfathers was not,so,dangerous as a hickory bow and a good flint-head might,"  below, I should think a rifle in the hands of their grandfathers was not so dangerous as a hickory bow and a good flint-head might be, if drawn with",0,high,Comparative: not so...as,
1820,1826,FIC,"Of that there is little danger, since William Henry is",so,many miles in our front. You forget that I have,"  more. "" "" Of that there is little danger, since William Henry is so many miles in our front. You forget that I have told you our guide",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"the Indian tongues, it is quite certain they are now",so,distinct in their words as to possess most of the,"  and the genius of the Indian tongues, it is quite certain they are now so distinct in their words as to possess most of the disadvantages of strange languages;",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"Along this track the travelers, who had produced a surprise",so,"unusual in the depths of the forest, advanced slowly toward","  had posted themselves. Along this track the travelers, who had produced a surprise so unusual in the depths of the forest, advanced slowly toward the hunter, who",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,voices collect near the spot where the white man had,so,reluctantly abandoned his rifle. Amid the jargon of Indian dialects,"  , as he heard the voices collect near the spot where the white man had so reluctantly abandoned his rifle. Amid the jargon of Indian dialects that he now plainly",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"fear and love; though the latter, heightened, if possible, by",so,"long a separation, quickly prevailed.' It is the spirit of","  between fear and love; though the latter, heightened, if possible, by so long a separation, quickly prevailed.' It is the spirit of my noble-minded",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"cautiously raised himself to his feet, though with a motion",so,"slow and guarded, that not the slightest noise was produced","  proceed, Le Subtil cautiously raised himself to his feet, though with a motion so slow and guarded, that not the slightest noise was produced by the change.",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,a gray-headed father; has saved the lives of those I,so,"much love. "" Both Heyward and the more temperate Cora","  spared the tears of a gray-headed father; has saved the lives of those I so much love. "" Both Heyward and the more temperate Cora witnessed the act of",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"guttural tones, which render his language, as spoken at times,",so,"very musical; "" then, Hawkeye, we were one people, and","  low, guttural tones, which render his language, as spoken at times, so very musical; "" then, Hawkeye, we were one people, and we",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"three foresters already returning from their unsuccessful pursuit. "" Why",so,"soon disheartened! "" he exclaimed; "" the scoundrel must be","  , he met the three foresters already returning from their unsuccessful pursuit. "" Why so soon disheartened! "" he exclaimed; "" the scoundrel must be concealed behind some",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,- Shakespeare While one of the lovely beings we have,so,"cursorily presented to the reader was thus lost in thought,","  , sola! "" - - Shakespeare While one of the lovely beings we have so cursorily presented to the reader was thus lost in thought, the other quickly recovered",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"then, limited your efforts to sacred song? "" "" Even",so.,"As the psalms of David exceed all other language, so","  You have, then, limited your efforts to sacred song? "" "" Even so. As the psalms of David exceed all other language, so does the psalmody",1,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,that protection from the rocks which just before had been,so,"necessary to his safety. Every effort, however, to detect the","  around him, without consulting that protection from the rocks which just before had been so necessary to his safety. Every effort, however, to detect the least evidence",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC," , there was no recess of the woods",so,"dark, nor any secret place so lovely, that it might","  , there was no recess of the woods so dark, nor any secret place so lovely, that it might claim exemption from the inroads of those who had pledged",0,high,Intensifier: so + adj/adv,
1820,1826,FIC,"The Hurons, if they come, may not gain our position",so,"easily as they think, "" he slowly muttered; and propping","  purpose. "" The Hurons, if they come, may not gain our position so easily as they think, "" he slowly muttered; and propping his head back",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,number and quality too well to give up the chase,so,"soon. Hist! look into the water above, just where it","  ! and they know our number and quality too well to give up the chase so soon. Hist! look into the water above, just where it breaks over",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"at a little distance from the prisoners, with a demeanor",so,"quiet and satisfied, as to betray that he had already","  Le Renard had stood at a little distance from the prisoners, with a demeanor so quiet and satisfied, as to betray that he had already effected the grand purpose",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"true, which do not distinguish all alike; but they are",so,far the predominating traits of these remarkable people as to,"  , it is true, which do not distinguish all alike; but they are so far the predominating traits of these remarkable people as to be characteristic. It is",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"examples of great qualities are but too uncommon among Christians,",so,"are they singular and solitary with the Indians; though, for","  savage. As bright examples of great qualities are but too uncommon among Christians, so are they singular and solitary with the Indians; though, for the honor of",1,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,current of air which issued from the ravine the place,so,lately occupied by the features of his treacherous guide was,  been driven away before the current of air which issued from the ravine the place so lately occupied by the features of his treacherous guide was vacant. Rushing to the,0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,place. As the inner passages to the two caves were,so,"close to each other, Duncan, believing that escape was no","  and around that secret place. As the inner passages to the two caves were so close to each other, Duncan, believing that escape was no longer possible,",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"the nature of a Maqua, if you think he is",so,"easily beaten back without a scalp! "" he answered. ""","  "" You know not the nature of a Maqua, if you think he is so easily beaten back without a scalp! "" he answered. "" If there was",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,the enterprise and energy of a people who have done,so,much in other places have done little here. The whole,"  But, beyond this, the enterprise and energy of a people who have done so much in other places have done little here. The whole of that wilderness,",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"approach without a warning. Heyward himself was posted at hand,",so,near that he might communicate with his companions without raising,"  no danger could approach without a warning. Heyward himself was posted at hand, so near that he might communicate with his companions without raising his voice to a dangerous",0,high,Result: so...that,
1820,1826,FIC, accompanying notes. Still there is,so,"much obscurity in the Indian traditions, and so much confusion","  accompanying notes. Still there is so much obscurity in the Indian traditions, and so much confusion in the Indian names, as to render some explanation useful. Few",0,high,Intensifier: so + adj/adv,
1820,1826,FIC,"The rock proved softer on each side of us, and",so,"they left the center of the river bare and dry,","  rebellious to stay. The rock proved softer on each side of us, and so they left the center of the river bare and dry, first working out these",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,deserted by everything possessing animal life. The uproar which had,so,"lately echoed through the vaults of the forest was gone,","  the river seemed again deserted by everything possessing animal life. The uproar which had so lately echoed through the vaults of the forest was gone, leaving the rush of",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"broken and imperfect, but sufficiently intelligible, and which he rendered",so,"mild and musical, by his deep, guttural voice, that it","  of English, broken and imperfect, but sufficiently intelligible, and which he rendered so mild and musical, by his deep, guttural voice, that it never failed",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"at least half a mile behind you. "" "" Even","so,",""" returned the stranger, nothing daunted by this cold reception;","  the highway thither is at least half a mile behind you. "" "" Even so, "" returned the stranger, nothing daunted by this cold reception; "" I",1,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"us without horses in the morning, when we shall have",so,"much need to journey swiftly! "" The young native had","  perform, and leave us without horses in the morning, when we shall have so much need to journey swiftly! "" The young native had already descended to the",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"inclinations, and her keen relish for gentle sounds, had before",so,strongly urged. The book was open at a hymn not,"  what her pious inclinations, and her keen relish for gentle sounds, had before so strongly urged. The book was open at a hymn not ill adapted to their",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"the scout with an air unmoved, though with a look",so,"dark and savage, that it might in itself excite fear.","  the close examination of the scout with an air unmoved, though with a look so dark and savage, that it might in itself excite fear. Satisfied with his",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,their recollections; nor was there any ear in the provinces,so,deaf as not to have drunk in with avidity the,  were still vivid in their recollections; nor was there any ear in the provinces so deaf as not to have drunk in with avidity the narrative of some fearful tale,0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"too well to be my companion. "" "" Think you",so?,""" said Heyward, leaning forward in the saddle, and dropping","  where to find them too well to be my companion. "" "" Think you so? "" said Heyward, leaning forward in the saddle, and dropping his voice",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,will hope everything from those generous men who have risked,so,"much already in our behalf. "" "" Now does our","  free from injury; we will hope everything from those generous men who have risked so much already in our behalf. "" "" Now does our gentle Alice speak like",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,to make an exhibition of that skill on which he,so,"much valued himself, when the warrior struck up the piece","  rifle, he was about to make an exhibition of that skill on which he so much valued himself, when the warrior struck up the piece with his hand,",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"youthful form of the silent Alice, "" it would be",so,"kind an assurance. As major of the Sixtieth, our honest","  to wander to the youthful form of the silent Alice, "" it would be so kind an assurance. As major of the Sixtieth, our honest host will tell",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"A Mingo is a Mingo, and God having made him","so,","neither the Mohawks nor any other tribe can alter him,","  to Heyward. "" A Mingo is a Mingo, and God having made him so, neither the Mohawks nor any other tribe can alter him, "" he said",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"Heaven, that has alone delivered us from the grasp of",so,"merciless an enemy, be all the praise! "" "" Then","  are saved! To Heaven, that has alone delivered us from the grasp of so merciless an enemy, be all the praise! "" "" Then to Heaven will",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"subject, and impatient of a delay that seemed fraught with",so,"much additional danger, Heyward drew still nigher to the dusky","  powerful interest in the subject, and impatient of a delay that seemed fraught with so much additional danger, Heyward drew still nigher to the dusky group, with an",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,a few minutes of that time which had now become,so,"precious. After a last look at Uncas, Cora turned and","  had all taken place in a few minutes of that time which had now become so precious. After a last look at Uncas, Cora turned and with a quivering",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"it received the contributions of another lake, whose waters were",so,limpid as to have been exclusively selected by the Jesuit,"  its southern termination, it received the contributions of another lake, whose waters were so limpid as to have been exclusively selected by the Jesuit missionaries to perform the typical",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"there, and have seen them, though why water, which is",so,"sweet in the shade, should become bitter in the sun,","  have been there, and have seen them, though why water, which is so sweet in the shade, should become bitter in the sun, is an alteration",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"number of combatants against the enterprising Frenchman, who had ventured",so,"far from his reinforcements, with an army but little superior","  arrayed nearly double that number of combatants against the enterprising Frenchman, who had ventured so far from his reinforcements, with an army but little superior in numbers. But",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,countenance might communicate some additional alarm to those who were,so,"little able to sustain it. "" They are gone, Cora!","  that the anxiety of his countenance might communicate some additional alarm to those who were so little able to sustain it. "" They are gone, Cora! "" he",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,It was an unthoughtful act in a man who has,so,"often slept with the war-whoop ringing in the air, to","  heated in the chase. It was an unthoughtful act in a man who has so often slept with the war-whoop ringing in the air, to let off his piece",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"take the right hand or the left? "" "" Even",so;,sucking babes are not more dependent on those who guide,"  to know whether to take the right hand or the left? "" "" Even so; sucking babes are not more dependent on those who guide them than we who",1,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"to undergo. "" Our case is not, can not be",so,"hopeless! "" said Duncan; "" even at this very moment","  he expected momentarily to undergo. "" Our case is not, can not be so hopeless! "" said Duncan; "" even at this very moment succor may be",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"You know him, Duncan, or you would not trust yourself",so,"freely to his keeping? "" "" Say, rather, Alice, that","  terror. "" You know him, Duncan, or you would not trust yourself so freely to his keeping? "" "" Say, rather, Alice, that I",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,such a matter. But every story has its two sides;,so,"I ask you, Chingachgook, what passed, according to the traditions","  other people in such a matter. But every story has its two sides; so I ask you, Chingachgook, what passed, according to the traditions of the",1,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"the "" salt, "" with which his own party was",so,fortunate as to be provided. Uncas did as the other,"  with immediate reference to the "" salt, "" with which his own party was so fortunate as to be provided. Uncas did as the other had directed, and",1,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,former secretly believing that piety had never worn a form,so,lovely as it had now assumed in the youthful person,"  with powerful sympathy, the former secretly believing that piety had never worn a form so lovely as it had now assumed in the youthful person of Alice. Her eyes",1,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"their little book in holy excitement, and again it sank",so,"low, that the rushing of the waters ran through their","  , who hung over their little book in holy excitement, and again it sank so low, that the rushing of the waters ran through their melody, like a",1,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"felt a burning desire to rush forward to meet them,",so,intense was the delirious anxiety of the moment; but he,"  the driftwood. Heyward felt a burning desire to rush forward to meet them, so intense was the delirious anxiety of the moment; but he was restrained by the",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,They have sickened of a struggle in which they risk,so,"much with so little prospect of gain! "" "" It","  enemies! They have sickened of a struggle in which they risk so much with so little prospect of gain! "" "" It may be a minute, or it",0,high,Intensifier: so + adj/adv,
1820,1826,FIC,"their trail, if, haply, the Canadian savages should be lurking",so,far in advance of their army. For many minutes the,"  marks of their trail, if, haply, the Canadian savages should be lurking so far in advance of their army. For many minutes the intricacy of the route",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"blossoms of those summers! - - fallen, one by one;",so,"all of my family departed, each in his turn, to","  are the blossoms of those summers! - - fallen, one by one; so all of my family departed, each in his turn, to the land of",1,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,all causes for exciting distrust in minds that had been,so,recently alarmed by Indian treachery. The stranger alone disregarded the,"  his silent associates, were all causes for exciting distrust in minds that had been so recently alarmed by Indian treachery. The stranger alone disregarded the passing incidents. He",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,on which this false superstructure of blended human orders was,so,profanely reared. The ill-assorted and injudicious attire of the individual,  outdone by the broader foundations on which this false superstructure of blended human orders was so profanely reared. The ill-assorted and injudicious attire of the individual only served to render,0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"which, seeking the freedom of the open space, had inclined",so,far forward that its upper branches overhung that arm of,"  their position, which, seeking the freedom of the open space, had inclined so far forward that its upper branches overhung that arm of the stream which flowed nearest",0,high,Result: so...that,
1820,1826,FIC," "" "" Even",so.,"As the psalms of David exceed all other language, so","  "" "" Even so. As the psalms of David exceed all other language, so does the psalmody that has been fitted to them by the divines and sages of",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"their sullen, wandering looks on those fragile forms which were",so,"little able to resist the slightest assault. His apprehensions were,","  or fastened one of their sullen, wandering looks on those fragile forms which were so little able to resist the slightest assault. His apprehensions were, however, greatly",1,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"how, in such a wilderness, and in the midst of",so,"many perils? "" "" He is a soldier, and knows","  not where or how, in such a wilderness, and in the midst of so many perils? "" "" He is a soldier, and knows how to estimate",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"in a hundred places around the besieged, their cover was",so,"close, and so rigidly maintained, that, as yet, David had","  were cut and torn in a hundred places around the besieged, their cover was so close, and so rigidly maintained, that, as yet, David had been",0,low,MANUAL REVIEW NEEDED,
1820,1826,FIC,"to quiet the apprehensions of the sisters, he was not",so,weak as to deceive himself. He well knew that the,"  these words of consolation to quiet the apprehensions of the sisters, he was not so weak as to deceive himself. He well knew that the authority of an Indian",0,high,Comparative: not so...as,
1830,1835,FIC,"hear her pronounce the word "" Jack "" it was",so,"different from the boisterous screech of the Eton boys, or","  I did inherently like to hear her pronounce the word "" Jack "" it was so different from the boisterous screech of the Eton boys, or the swaggering call of",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"words, to himself. Settlements were unnecessary between parties who had",so,"long been known to each other, and, thanks to the","  -- in other words, to himself. Settlements were unnecessary between parties who had so long been known to each other, and, thanks to the liberality of his",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC," without vanity -- but which, as you have",so,"very ably intimated, are so truly proper and English. ""","  without vanity -- but which, as you have so very ably intimated, are so truly proper and English. "" "" I sincerely think so, Lord Pledge,",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,ordinary reader may be surprised that a man who had,so,"long practised on the foibles of his species, should have","  of his property. An ordinary reader may be surprised that a man who had so long practised on the foibles of his species, should have so much confidence in",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"names. It is a great mistake, sir, that we give",so,"much importance to birth in this island, by which means","  of their names. It is a great mistake, sir, that we give so much importance to birth in this island, by which means proud beggars set unwashed",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"Sorry am I to say, I feel it to be",so,"in every nerve of my body, Sir Joseph. "" ""","  danger! "" "" Sorry am I to say, I feel it to be so in every nerve of my body, Sir Joseph. "" "" We must unite",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"and the rental is only six! "" "" Be it",so.,My name is Goldencalf: by accompanying me to town you,"  pounds, sir, and the rental is only six! "" "" Be it so. My name is Goldencalf: by accompanying me to town you shall receive the",1,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"very apt to make awkward work of it. "" """,So,"that the intention of the deceased be completely fulfilled, you","  magnitude, they are very apt to make awkward work of it. "" "" So that the intention of the deceased be completely fulfilled, you will not find me",0,high,Clause: so that,
1830,1835,FIC,it is a constitution peculiarly English: and who is there,so,"base, so vile, so untrue to himself, to his fathers,","  is this all; it is a constitution peculiarly English: and who is there so base, so vile, so untrue to himself, to his fathers, to",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"give it pledges "" - - here Anna smiled, but",so,covertly that her sweet mouth scarce betrayed the impulse --,"  in the state should give it pledges "" - - here Anna smiled, but so covertly that her sweet mouth scarce betrayed the impulse -- "" and that none others",0,high,Result: so...that,
1830,1835,FIC,"the enormities, of the state of being that she herself",so,"willingly resigned. "" It is of our boy that I","  , nay, to the enormities, of the state of being that she herself so willingly resigned. "" It is of our boy that I wish now to speak",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,it is a constitution peculiarly English: and who is there,so,"base, so vile, so untrue to himself, to his fathers,","  ; it is a constitution peculiarly English: and who is there so base, so vile, so untrue to himself, to his fathers, to his descendants,",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"me only? But here is the paper, gentlemen, that you",so,much desire to see.' No. 7. The last will and,"  can affect me only? But here is the paper, gentlemen, that you so much desire to see.' No. 7. The last will and testament of",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,and of the political consciences of its tenantry. A fact,so,important could not long be unknown; and in a few,  the estate of Householder and of the political consciences of its tenantry. A fact so important could not long be unknown; and in a few minutes all eyes in,0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"I answered; "" more particularly as you seem to have",so,"much enjoyed the fun. "" "" Yes, but that COULD","  , Anna, "" I answered; "" more particularly as you seem to have so much enjoyed the fun. "" "" Yes, but that COULD NOT BE """,0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,truth of theories that arrayed me in open hostility against,so,"large a portion of mankind, I soon determined to set","  was unwilling to admit the truth of theories that arrayed me in open hostility against so large a portion of mankind, I soon determined to set up one of my",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"the deceased, it shall now be opened, and those contents,",so,"far as you can have any right to know them,","  affairs of the deceased, it shall now be opened, and those contents, so far as you can have any right to know them, shall not be hid",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"before God, without vanity -- but which, as you have",so,"very ably intimated, are so truly proper and English. ""","  say it, before God, without vanity -- but which, as you have so very ably intimated, are so truly proper and English. "" "" I sincerely",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"pious purists express it), by becoming the depository of sentiments",so,diametrically opposed to each other as those of Dr. Etherington,"  (as the pious purists express it), by becoming the depository of sentiments so diametrically opposed to each other as those of Dr. Etherington and those of Sir Joseph",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"heads, and embattled walls swept around their fabrics in vain,",so,far as his imagination was concerned. He cared not for,"  towers lifted their heads, and embattled walls swept around their fabrics in vain, so far as his imagination was concerned. He cared not for the days of courts",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,and had reached that basin in the mountains that is,so,"celebrated for containing the glacier of the Rhone, when chance","  of the former river, and had reached that basin in the mountains that is so celebrated for containing the glacier of the Rhone, when chance gave me one of",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,betrayed her into emotions like those I had twice witnessed,so,"lately. "" You are about to leave us, Jack, ""","  irresistible impulse of her sex betrayed her into emotions like those I had twice witnessed so lately. "" You are about to leave us, Jack, "" she said",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"language of the orator, but his opinions and precepts are",so,deeply graven on my recollection that I do not fear,"  attempt recording the precise language of the orator, but his opinions and precepts are so deeply graven on my recollection that I do not fear misrepresenting them. He commenced",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"has chopped, and we shall take our anchor this tide;",so,"no more at present. "" N. B. -- Sir John","  . The wind has chopped, and we shall take our anchor this tide; so no more at present. "" N. B. -- Sir John is a little out",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,the noble sentiments I heard you express this morning were,so,"very proper, so exceedingly statesmanlike, so truly English, that I","  , the noble sentiments I heard you express this morning were so very proper, so exceedingly statesmanlike, so truly English, that I shall feel infinitely more satisfaction in",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC, a constitution peculiarly English: and who is there,so,"base, so vile, so untrue to himself, to his fathers,","  a constitution peculiarly English: and who is there so base, so vile, so untrue to himself, to his fathers, to his descendants, as to turn",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"protection against his falling into the sin of peculation, by",so,"amply supplying him with simpler means of enriching himself. Besides,","  he provided a sufficient protection against his falling into the sin of peculation, by so amply supplying him with simpler means of enriching himself. Besides, it is fair",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,very ingenuously and warmly congratulated me on my succession to,so,"large a property. "" I hear, too, you have bought","  his death-bed; and then very ingenuously and warmly congratulated me on my succession to so large a property. "" I hear, too, you have bought this borough",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,""" This was said with gentle earnestness and a sincerity",so,winning that it came near upsetting all my philosophy,"  tired of other scenes. "" This was said with gentle earnestness and a sincerity so winning that it came near upsetting all my philosophy",0,high,Result: so...that,
1830,1835,FIC,with a promptitude and respect that I found really delightful.,So,"much, thought I, for having given pledges to society by","  presented me the paper with a promptitude and respect that I found really delightful. So much, thought I, for having given pledges to society by the purchase of",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,need of clouded glass to look steadily at the sun,so,it would seem the mind's eye has also need of,  As the physical eye has need of clouded glass to look steadily at the sun so it would seem the mind's eye has also need of something smoky to look,1,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,I know it is here -- I should love you,so,intensely as to shut out every generous sentiment in favor,"  I feel it here, I know it is here -- I should love you so intensely as to shut out every generous sentiment in favor of others. I have",1,low,MANUAL REVIEW NEEDED,
1830,1835,FIC, had,so,"rarely meditated on the grave changes of mortality, therefore, was","  had so rarely meditated on the grave changes of mortality, therefore, was consequently so much the less prepared to gaze upon the visible solemnities of a death-bed. Although",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,that I had nothing to render me worthy of one,so,"excellent, and especially of one who was the granddaughter of","  I deterred by the apprehension that I had nothing to render me worthy of one so excellent, and especially of one who was the granddaughter of the seventh English baronet",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"than the beasts of the fields, I hold to be",so,obvious that it is unnecessary to dwell on the point.,"  society is little better than the beasts of the fields, I hold to be so obvious that it is unnecessary to dwell on the point. Reason as you will",0,high,Result: so...that,
1830,1835,FIC, man who had,so,"long practised on the foibles of his species, should have","  man who had so long practised on the foibles of his species, should have so much confidence in a mere shopman, as to leave his whole estate so completely",0,low,MANUAL REVIEW NEEDED,
1830,1835,FIC,"pursued by her father. "" He is believed to be",so.,""" "" And Jack is his heir. "" "" Certainly","  the thread of those pursued by her father. "" He is believed to be so. "" "" And Jack is his heir. "" "" Certainly -- he has",0,low,MANUAL REVIEW NEEDED,
