Phrase	Year	Frequency	Corpus	sense	class	weight	Weighted_Frequency
after	1838	0.000801465049984732	eng_2019	Temporal	Asynchronous	0.95	0.000761391797485495
after	1885	0.000767683111397283	eng_2019	Temporal	Asynchronous	0.95	0.000729298955827419
after	1983	0.000568320384315614	eng_2019	Temporal	Asynchronous	0.95	0.000539904365099833
after	1842	0.000810668787120708	eng_2019	Temporal	Asynchronous	0.95	0.000770135347764673
after	1889	0.000760114477348647	eng_2019	Temporal	Asynchronous	0.95	0.000722108753481215
after	1987	0.000569998161933784	eng_2019	Temporal	Asynchronous	0.95	0.000541498253837095
after	1846	0.000816869566084019	eng_2019	Temporal	Asynchronous	0.95	0.000776026087779818
after	1944	0.00067180406767875	eng_2019	Temporal	Asynchronous	0.95	0.000638213864294812
after	1803	0.000770788415268596	eng_2019	Temporal	Asynchronous	0.95	0.000732248994505166
after	1850	0.000805964493857963	eng_2019	Temporal	Asynchronous	0.95	0.000765666269165065
after	1948	0.000647104004331465	eng_2019	Temporal	Asynchronous	0.95	0.000614748804114892
after	1807	0.000811281505905624	eng_2019	Temporal	Asynchronous	0.95	0.000770717430610343
after	1854	0.000796707529973771	eng_2019	Temporal	Asynchronous	0.95	0.000756872153475082
after	1952	0.000634165231271514	eng_2019	Temporal	Asynchronous	0.95	0.000602456969707938
after	1811	0.000826739431691489	eng_2019	Temporal	Asynchronous	0.95	0.000785402460106915
after	1909	0.000707042777711259	eng_2019	Temporal	Asynchronous	0.95	0.000671690638825696
after	1815	0.000827127410697618	eng_2019	Temporal	Asynchronous	0.95	0.000785771040162737
after	1862	0.00078557017591915	eng_2019	Temporal	Asynchronous	0.95	0.000746291667123192
after	1913	0.000692177372651973	eng_2019	Temporal	Asynchronous	0.95	0.000657568504019374
after	1819	0.000817865066762481	eng_2019	Temporal	Asynchronous	0.95	0.000776971813424357
after	1866	0.000784345511679671	eng_2019	Temporal	Asynchronous	0.95	0.000745128236095687
after	1917	0.000686927324360503	eng_2019	Temporal	Asynchronous	0.95	0.000652580958142478
after	2015	0.000634638675754624	eng_2019	Temporal	Asynchronous	0.95	0.000602906741966893
after	1874	0.000781375815027526	eng_2019	Temporal	Asynchronous	0.95	0.00074230702427615
after	1827	0.000814944522322289	eng_2019	Temporal	Asynchronous	0.95	0.000774197296206175
after	2019	0.000636667216895148	eng_2019	Temporal	Asynchronous	0.95	0.000604833856050391
after	1878	0.000779428294793304	eng_2019	Temporal	Asynchronous	0.95	0.000740456880053639
after	1831	0.000794740443650101	eng_2019	Temporal	Asynchronous	0.95	0.000755003421467596
after	1972	0.000595029401925525	eng_2019	Temporal	Asynchronous	0.95	0.000565277931829249
after	1882	0.000774547441064247	eng_2019	Temporal	Asynchronous	0.95	0.000735820069011035
after	1980	0.000571323824780328	eng_2019	Temporal	Asynchronous	0.95	0.000542757633541312
