connective	sense	class	weight	year	freq	z_freq
from	Contingency	Cause	0.4285	1990	701.5071262275	0.593049711473099
from	Contingency	Condition	0.0714	1990	19.4772149964	-0.289366242764848
given	Contingency	Cause+Belief	0.3333	1990	22.0478119983	-0.286040383049548
given	Contingency	Cause	0.6667	1990	88.2177099983	-0.200429220365933
hence	Contingency	Cause	1	1990	19.22	-0.289699029659902
if	Contingency	Condition	0.9887	1990	2499.9586402367	2.91990119225423
in	Contingency	Cause+Belief	0.0125	1990	2.48213125	-0.311354623031577
in	Contingency	Cause	0.05	1990	39.7141	-0.263183593151986
in	Contingency	Condition	0.125	1990	248.213125	0.00657417417372849
in	Contingency	Purpose	0.03125	1990	15.5133203125	-0.29449476257372
indeed	Contingency	Cause+Belief	0.0388349	1990	0.150452989931078	-0.314371367697688
indeed	Contingency	Cause	0.01941748	1990	0.0376133637079479	-0.314517360541712
lest	Contingency	Negative-condition	1	1990	5.19	-0.30785115999039
on	Contingency	Cause	1	1990	6816.22	8.50431592802577
once	Contingency	Condition	0.06547619	1990	1.98245532830714	-0.312001107882153
once	Contingency	Cause	0.04166667	1990	0.802812628450005	-0.313527339388298
once	Contingency	Condition	0.01785714	1990	0.147455309957147	-0.314375246120894
or	Contingency	Condition	0.002808989	1990	0.022971693039903	-0.314536304056624
or	Contingency	Condition+SpeechAct	0.005617978	1990	0.0918867721596118	-0.314447141155846
or	Contingency	Negative-condition	0.01966292	1990	1.12561261548255	-0.313109698088562
otherwise	Contingency	Negative-condition	0.2105263	1990	2.52011042530749	-0.311305485259658
since	Contingency	Cause	0.5075	1990	117.4070165625	-0.162663853508488
so	Contingency	Cause+Belief	0.003745318	1990	0.0360281322102841	-0.314519411527367
so	Contingency	Cause	0.8314607	1990	1775.61091204226	1.9827340955487
so	Contingency	Purpose	0.164794	1990	69.7504707312468	-0.224322287651739
then	Contingency	Cause	0.03097345	1990	1.67298971485132	-0.312401497058793
then	Contingency	Condition	0.002949853	1990	0.0151745162542323	-0.3145463921086
thereby	Contingency	Cause	0.75	1990	7.756875	-0.30453011583201
therefore	Contingency	Cause	1	1990	57.56	-0.24009441976176
thus	Contingency	Cause+Belief	0.00892857	1990	0.00788823089413286	-0.314555819165014
thus	Contingency	Cause	0.9910714	1990	97.1909183439031	-0.188819609006559
till	Contingency	Negative-condition	0.2	1990	2.51	-0.311318566211752
ultimately	Contingency	Cause	0.08333333	1990	0.202569428238889	-0.31430393901768
unless	Contingency	Negative-condition	1	1990	83.23	-0.206882360917595
until	Contingency	Condition	0.1065089	1990	5.28614505019628	-0.307726766727254
upon	Contingency	Cause	0.3	1990	12.4587	-0.298446855661579
when	Contingency	Cause	0.09310987	1990	21.1413156280092	-0.287213215569693
when	Contingency	Condition+SpeechAct	0.01210428	1990	0.35728805110485	-0.314103762780558
when	Contingency	Condition	0.1447858	1990	51.1201959321673	-0.248426291660699
when	Contingency	Cause+Belief	0.001396648	1990	0.00475679567571549	-0.314559870641864
whenever	Contingency	Condition	1	1990	45.13	-0.256176456825764
where	Contingency	Condition	1	1990	1174.62	1.20516707040042
with	Contingency	Cause+Belief	0.02525253	1990	4.10904016350698	-0.309249714789681
with	Contingency	Cause	0.3771044	1990	916.333985590331	0.870994483365018
with	Contingency	Condition	0.006734007	1990	0.292198324844258	-0.314187976408089
with	Contingency	Condition	0.006734007	1990	0.292198324844258	-0.314187976408089
without	Contingency	Cause	0.006734007	1990	0.0213252632793176	-0.3145384342211
without	Contingency	Negative-condition	0.03030303	1990	0.431836538654362	-0.314007311329244
becauseof	Contingency	Cause	1	1990	138.89	-0.134868991409755
bythen	Contingency	Cause	0.07142857	1990	0.0940306084836735	-0.314444367442634
dependingon	Contingency	Condition	1	1990	20.27	-0.288340530953771
dependingupon	Contingency	Condition	1	1990	1.45	-0.312690003000798
dueto	Contingency	Cause	1	1990	31.92	-0.273267664357179
ifonly	Contingency	Purpose	0.1666667	1990	0.497777976888909	-0.313921995749699
incase	Contingency	Condition	1	1990	25.4	-0.281703294418104
inorder	Contingency	Condition	0.07272727	1990	0.362049559623141	-0.314097602301357
inorder	Contingency	Purpose	0.927272	1990	58.8555936278048	-0.238418169983623
insofaras	Contingency	Cause	0.5	1990	0.5575	-0.313844726901009
nowthat	Contingency	Cause	0.6904762	1990	26.7651594685079	-0.279937039778457
onlyif	Contingency	Condition	1	1990	12.31	-0.298639244954533
soas	Contingency	Purpose	1	1990	12.43	-0.298483987959546
sothat	Contingency	Cause	0.32258	1990	12.496307975076	-0.298398198151597
sothat	Contingency	Purpose	0.6774194	1990	55.1089459534779	-0.243265613810195
asaresult	Contingency	Cause	1	1990	31.8	-0.273422921352165
aslongas	Contingency	Condition	0.6875	1990	27.3053515625	-0.279238134768218
ifandwhen	Contingency	Condition	0.8333333	1990	0.69444438888889	-0.313667547115183
intheend	Contingency	Cause	0.1538462	1990	0.611124627029641	-0.313775346913927
solongas	Contingency	Condition	1	1990	6.79	-0.305781066723905
whenandif	Contingency	Condition	0.5	1990	0.1125	-0.31442047159075
notonlybecauseof	Contingency	Cause	1	1990	0.42	-0.314022625541098
about	Contingency	Cause	1	2000	2585.39	3.03043299387463
accordingly	Contingency	Cause	1	2000	6.17	-0.306583227864668
after	Contingency	Cause	0.05	2000	2.8615	-0.310863792597271
and	Contingency	Cause	0.0025	2000	0.1516260625	-0.314369849966672
and	Contingency	Condition	0.0034	2000	0.2804475652	-0.314203179638349
and	Contingency	Purpose	0.02	2000	9.704068	-0.302010821383356
as	Contingency	Cause+Belief	0.0065	2000	0.229714095	-0.314268819022753
as	Contingency	Cause	0.32	2000	556.750848	0.405762838448008
because	Contingency	Cause+Belief	0.0023	2000	0.0053392499	-0.314559117057759
because	Contingency	Cause	0.995	2000	999.24213275	0.978261731597493
because	Contingency	Condition	0.0023	2000	0.0053392499	-0.314559117057759
but	Contingency	Cause	5e-04	2000	0.001198115	-0.314564474892429
by	Contingency	Cause+Belief	0.0034	2000	0.0357960024	-0.314519711858841
by	Contingency	Cause	0.136	2000	57.27360384	-0.240464961488237
by	Contingency	Condition	0.0785	2000	19.081653615	-0.289878023359921
by	Contingency	Purpose	0.133	2000	54.77469606	-0.243698069093827
consequently	Contingency	Cause	1	2000	7.87	-0.304383753769028
else	Contingency	Negative-condition	1	2000	295.42	0.0676508204670341
finally	Contingency	Cause	0.0156	2000	0.0523735056	-0.314498263747747
for	Contingency	Cause	0.5833	2000	2604.7430534507	3.05547213489602
for	Contingency	Condition	0.1166	2000	104.0825770028	-0.179903123891125
for	Contingency	Purpose	0.2666	2000	544.1281894028	0.389431538093508
from	Contingency	Cause+Belief	0.2857	2000	316.2279666682	0.0945723402727094
from	Contingency	Cause	0.4285	2000	711.346906705	0.60578050104195
from	Contingency	Condition	0.0714	2000	19.7504146728	-0.289012774758272
given	Contingency	Cause+Belief	0.3333	2000	21.4257142143	-0.286845258320644
given	Contingency	Cause	0.6667	2000	85.7285722143	-0.20364968746969
hence	Contingency	Cause	1	2000	11.92	-0.299143830188239
if	Contingency	Condition	0.9887	2000	2448.1007962822	2.85280708376384
in	Contingency	Cause+Belief	0.0125	2000	2.4117203125	-0.311445721286331
in	Contingency	Cause	0.05	2000	38.587525	-0.264641165228042
in	Contingency	Condition	0.125	2000	241.17203125	-0.00253565130162343
in	Contingency	Purpose	0.03125	2000	15.073251953125	-0.29506412666593
indeed	Contingency	Cause+Belief	0.0388349	2000	0.1357334512209	-0.314390411958919
indeed	Contingency	Cause	0.01941748	2000	0.033933467659536	-0.314522121621731
lest	Contingency	Negative-condition	1	2000	5.69	-0.307204255844614
on	Contingency	Cause	1	2000	6873.77	8.57877459520464
once	Contingency	Condition	0.06547619	2000	1.99360187009513	-0.311986686393966
once	Contingency	Cause	0.04166667	2000	0.807326518061116	-0.313521499280492
once	Contingency	Condition	0.01785714	2000	0.148284391324494	-0.314374173448547
or	Contingency	Condition	0.002808989	2000	0.0225932685349692	-0.314536793665386
or	Contingency	Condition+SpeechAct	0.005617978	2000	0.0903730741398769	-0.314449099590895
or	Contingency	Negative-condition	0.01966292	2000	1.107069820399	-0.31313368891059
otherwise	Contingency	Negative-condition	0.2105263	2000	2.50637081518007	-0.311323261681164
since	Contingency	Cause	0.5075	2000	127.26369425	-0.149911202189236
so	Contingency	Cause+Belief	0.003745318	2000	0.0377495755876444	-0.314517184309652
so	Contingency	Cause	0.8314607	2000	1860.45054867576	2.09250032087745
so	Contingency	Purpose	0.164794	2000	73.0831854333927	-0.220010393736722
then	Contingency	Cause	0.03097345	2000	1.64156125799472	-0.312442159456864
then	Contingency	Condition	0.002949853	2000	0.0148894507662724	-0.314546760928692
thereby	Contingency	Cause	0.75	2000	5.7825	-0.307084578577645
therefore	Contingency	Cause	1	2000	44.25	-0.25731500812233
thus	Contingency	Cause+Belief	0.00892857	2000	0.00537308501530626	-0.314559073281606
thus	Contingency	Cause	0.9910714	2000	66.2017978411225	-0.228913590060991
till	Contingency	Negative-condition	0.2	2000	1.8952	-0.312113999549399
ultimately	Contingency	Cause	0.08333333	2000	0.21937498245	-0.314282195852297
unless	Contingency	Negative-condition	1	2000	75.18	-0.217297517664596
until	Contingency	Condition	0.1065089	2000	5.52936353570254	-0.307412088634047
upon	Contingency	Cause	0.3	2000	12.3444	-0.298594737949303
when	Contingency	Cause	0.09310987	2000	21.5525075414992	-0.2866812120626
when	Contingency	Condition+SpeechAct	0.01210428	2000	0.364237190883372	-0.314094771925893
when	Contingency	Condition	0.1447858	2000	52.1144676015935	-0.247139894730739
when	Contingency	Cause+Belief	0.001396648	2000	0.00484931384962642	-0.314559750941083
whenever	Contingency	Condition	1	2000	45.83	-0.255270791021677
where	Contingency	Condition	1	2000	1156.32	1.181490378665
with	Contingency	Cause+Belief	0.02525253	2000	4.2327265685479	-0.309089688293286
with	Contingency	Cause	0.3771044	2000	943.916596610067	0.906681094205033
with	Contingency	Condition	0.006734007	2000	0.3009937999238	-0.314176596749503
with	Contingency	Condition	0.006734007	2000	0.3009937999238	-0.314176596749503
without	Contingency	Cause	0.006734007	2000	0.020610596918967	-0.314539358862363
without	Contingency	Negative-condition	0.03030303	2000	0.417364546289991	-0.31402603531296
becauseof	Contingency	Cause	1	2000	133.71	-0.14157091836
bythen	Contingency	Cause	0.07142857	2000	0.0974489756938776	-0.314439944730794
dependingon	Contingency	Condition	1	2000	18.52	-0.290604695463989
dependingupon	Contingency	Condition	1	2000	0.83	-0.313492164141561
dueto	Contingency	Cause	1	2000	36.73	-0.267044446474809
ifonly	Contingency	Purpose	0.1666667	2000	0.53777799288891	-0.313870243397336
incase	Contingency	Condition	1	2000	29.78	-0.276036414101102
inorder	Contingency	Condition	0.07272727	2000	0.307570224866116	-0.314168088116384
inorder	Contingency	Purpose	0.927272	2000	49.9993099993696	-0.249876503174437
insofaras	Contingency	Cause	0.5	2000	0.4175	-0.314025860061827
nowthat	Contingency	Cause	0.6904762	2000	26.9034191095102	-0.279758158308541
onlyif	Contingency	Condition	1	2000	9.48	-0.302300722419628
soas	Contingency	Purpose	1	2000	10.45	-0.301045728376821
sothat	Contingency	Cause	0.32258	2000	10.963535750304	-0.300381311565069
sothat	Contingency	Purpose	0.6774194	2000	48.3493925027765	-0.252011180111908
asaresult	Contingency	Cause	1	2000	29.26	-0.27670919441271
aslongas	Contingency	Condition	0.6875	2000	27.744921875	-0.278669415053185
ifandwhen	Contingency	Condition	0.8333333	2000	0.937499925000002	-0.313353079847255
intheend	Contingency	Cause	0.1538462	2000	0.641657189727868	-0.313735843631146
solongas	Contingency	Condition	1	2000	6.98	-0.30553524314851
whenandif	Contingency	Condition	0.5	2000	0.085	-0.314456051318768
notonlybecauseof	Contingency	Cause	1	2000	0.46	-0.313970873209436
about	Contingency	Cause	1	2010	2534.72	2.96487572774164
accordingly	Contingency	Cause	1	2010	6.52	-0.306130394962625
after	Contingency	Cause	0.05	2010	3.065275	-0.31060014681266
and	Contingency	Cause	0.0025	2010	0.1515810625	-0.314369908188045
and	Contingency	Condition	0.0034	2010	0.2803643332	-0.3142032873246
and	Contingency	Purpose	0.02	2010	9.701188	-0.302014547551236
as	Contingency	Cause+Belief	0.0065	2010	0.22882431	-0.314269970233963
as	Contingency	Cause	0.32	2010	554.594304	0.402972683939709
because	Contingency	Cause+Belief	0.0023	2010	0.0052901587	-0.31455918057236
because	Contingency	Cause	0.995	2010	990.05470075	0.966374955897814
because	Contingency	Condition	0.0023	2010	0.0052901587	-0.31455918057236
but	Contingency	Cause	5e-04	2010	0.001232215	-0.314564430773566
by	Contingency	Cause+Belief	0.0034	2010	0.03437366	-0.314521552097231
by	Contingency	Cause	0.136	2010	54.997856	-0.243409342913113
by	Contingency	Condition	0.0785	2010	18.323450375	-0.290858992998515
by	Contingency	Purpose	0.133	2010	52.5982415	-0.246513984049744
consequently	Contingency	Cause	1	2010	6.94	-0.305586995480172
else	Contingency	Negative-condition	1	2010	294.08	0.065917117356353
finally	Contingency	Cause	0.0156	2010	0.0537265872	-0.314496513119554
for	Contingency	Cause	0.5833	2010	2656.5240101198	3.12246676597905
for	Contingency	Condition	0.1166	2010	106.1516852792	-0.177226094446998
for	Contingency	Purpose	0.2666	2010	554.9451788792	0.403426648767716
from	Contingency	Cause+Belief	0.2857	2010	321.2437915787	0.101061856130892
from	Contingency	Cause	0.4285	2010	722.6298794675	0.620378504755439
from	Contingency	Condition	0.0714	2010	20.0636843148	-0.28860746389796
given	Contingency	Cause+Belief	0.3333	2010	22.6354722264	-0.285280063373816
given	Contingency	Cause	0.6667	2010	90.5690562264	-0.197387029119705
hence	Contingency	Cause	1	2010	14.16	-0.29624569961516
if	Contingency	Condition	0.9887	2010	2424.4348509073	2.82218788741035
in	Contingency	Cause+Belief	0.0125	2010	2.420365625	-0.311434535909335
in	Contingency	Cause	0.05	2010	38.72585	-0.264462199196113
in	Contingency	Condition	0.125	2010	242.0365625	-0.00141711360206676
in	Contingency	Purpose	0.03125	2010	15.12728515625	-0.294994218059707
indeed	Contingency	Cause+Belief	0.0388349	2010	0.114905907205782	-0.314417358808059
indeed	Contingency	Cause	0.01941748	2010	0.028726565566445	-0.314528858354832
lest	Contingency	Negative-condition	1	2010	4.85	-0.308291054809518
on	Contingency	Cause	1	2010	6965.88	8.69794727693959
once	Contingency	Condition	0.06547619	2010	1.98159790201576	-0.312002217227398
once	Contingency	Cause	0.04166667	2010	0.802465406172227	-0.31352778862736
once	Contingency	Condition	0.01785714	2010	0.147391534467351	-0.314375328634152
or	Contingency	Condition	0.002808989	2010	0.0221294696942686	-0.314537393732172
or	Contingency	Condition+SpeechAct	0.005617978	2010	0.0885178787770742	-0.314451499858038
or	Contingency	Negative-condition	0.01966292	2010	1.08434368413938	-0.313163092174117
otherwise	Contingency	Negative-condition	0.2105263	2010	2.72044280522993	-0.311046293565448
since	Contingency	Cause	0.5075	2010	126.1896846875	-0.151300764666405
so	Contingency	Cause+Belief	0.003745318	2010	0.0389386788723481	-0.314515645837963
so	Contingency	Cause	0.8314607	2010	1919.05432961954	2.16832237857887
so	Contingency	Purpose	0.164794	2010	75.3852896160924	-0.217031912257126
then	Contingency	Cause	0.03097345	2010	1.54163488234807	-0.312571445030221
then	Contingency	Condition	0.002949853	2010	0.0139830887019896	-0.314547933587446
thereby	Contingency	Cause	0.75	2010	5.1075	-0.307957899174443
therefore	Contingency	Cause	1	2010	47.84	-0.252670236355655
thus	Contingency	Cause+Belief	0.00892857	2010	0.00610490876071444	-0.314558126441976
thus	Contingency	Cause	0.9910714	2010	75.2186005737858	-0.217247575922174
till	Contingency	Negative-condition	0.2	2010	1.7264	-0.312332394389013
ultimately	Contingency	Cause	0.08333333	2010	0.270138867277778	-0.314216517117195
unless	Contingency	Negative-condition	1	2010	69.19	-0.225047429330999
until	Contingency	Condition	0.1065089	2010	5.48636922319933	-0.307467715032054
upon	Contingency	Cause	0.3	2010	12.2436	-0.298725153825092
when	Contingency	Cause	0.09310987	2010	20.920418095736	-0.287499014628532
when	Contingency	Condition+SpeechAct	0.01210428	2010	0.353554884721617	-0.314108592782178
when	Contingency	Condition	0.1447858	2010	50.5860605297431	-0.249117360473167
when	Contingency	Cause+Belief	0.001396648	2010	0.00470709373451266	-0.314559934946647
whenever	Contingency	Condition	1	2010	43.07	-0.258841701906363
where	Contingency	Condition	1	2010	1160.75	1.18722194939658
with	Contingency	Cause+Belief	0.02525253	2010	4.20904912877078	-0.309120322361193
with	Contingency	Cause	0.3771044	2010	938.636423650886	0.899849562649611
with	Contingency	Condition	0.006734007	2010	0.29931007137305	-0.314178775171462
with	Contingency	Condition	0.006734007	2010	0.29931007137305	-0.314178775171462
without	Contingency	Cause	0.006734007	2010	0.0208119369341927	-0.314539098366981
without	Contingency	Negative-condition	0.03030303	2010	0.421441681194674	-0.314020760282014
becauseof	Contingency	Cause	1	2010	129.75	-0.14669439919455
bythen	Contingency	Cause	0.07142857	2010	0.0901020372122449	-0.314449450260719
dependingon	Contingency	Condition	1	2010	21.92	-0.286205747272709
dependingupon	Contingency	Condition	1	2010	0.82	-0.313505102224477
dueto	Contingency	Cause	1	2010	61.72	-0.2347121772689
ifonly	Contingency	Purpose	0.1666667	2010	0.552500221000022	-0.313851195656535
incase	Contingency	Condition	1	2010	32.97	-0.271909165651048
inorder	Contingency	Condition	0.07272727	2010	0.371623112624133	-0.314085215959104
inorder	Contingency	Purpose	0.927272	2010	60.4118920129958	-0.236404618228732
insofaras	Contingency	Cause	0.5	2010	0.705	-0.313653890178005
nowthat	Contingency	Cause	0.6904762	2010	27.9189123348027	-0.278444304753641
onlyif	Contingency	Condition	1	2010	10.49	-0.300993976045159
soas	Contingency	Purpose	1	2010	11.79	-0.29931202526614
sothat	Contingency	Cause	0.32258	2010	11.89381298652	-0.29917771116341
sothat	Contingency	Purpose	0.6774194	2010	52.4519320716339	-0.246703280401296
asaresult	Contingency	Cause	1	2010	30.63	-0.274936677053282
aslongas	Contingency	Condition	0.6875	2010	25.4241796875	-0.28167201053793
ifandwhen	Contingency	Condition	0.8333333	2010	1.02083325166667	-0.313245262498251
intheend	Contingency	Cause	0.1538462	2010	0.626982624710116	-0.313754829705041
solongas	Contingency	Condition	1	2010	6.46	-0.306208023460118
whenandif	Contingency	Condition	0.5	2010	0.0975	-0.314439878715124
notonlybecauseof	Contingency	Cause	1	2010	0.54	-0.313867368546112
